cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Bélgica,6.0,7.0,6.0,2.0,1.0,3.0,7.0,2.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,9.0,0,0,0.25,0.0
Bélgica,7.0,9.0,5.0,1.0,6.0,4.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,5.0,8.0,3.0,3.0,9.0,5.0,0,0,7.5,0.75
Bélgica,5.0,4.0,4.0,1.0,5.0,3.0,7.0,6.0,5.0,3.0,6.0,2.0,4.0,2.0,8.0,5.0,5.0,8.0,6.0,0,0,7.75,0.5
Bélgica,7.0,7.0,5.0,4.0,4.0,2.0,7.0,3.0,3.0,5.0,7.0,5.0,5.0,5.0,8.0,6.0,5.0,8.0,7.0,0,0,9.25,0.0
Bélgica,7.0,5.0,8.0,3.0,5.0,2.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,9.0,6.0,0,0,3.75,0.0
Bélgica,7.0,5.0,5.0,1.0,7.0,3.0,3.0,4.0,3.0,6.0,8.0,5.0,4.0,6.0,9.0,2.0,5.0,9.0,7.0,0,0,6.25,0.5
Bélgica,4.0,5.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,8.0,7.0,4.0,7.0,9.0,3.0,2.0,8.0,1.0,0,0,7.5,0.25
Bélgica,2.0,2.0,5.0,1.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,7.0,3.0,3.0,7.0,6.0,0,1,7.75,0.5
Bélgica,7.0,2.0,7.0,2.0,7.0,1.0,10.0,5.0,5.0,8.0,9.0,6.0,8.0,6.0,7.0,3.0,5.0,9.0,9.0,0,0,4.5,1.75
Bélgica,7.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,6.0,7.0,1.0,3.0,1.0,7.0,3.0,4.0,8.0,1.0,0,0,4.5,0.25
Bélgica,5.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,10.0,1.0,9.0,7.0,4.0,0,0,6.25,1.5
Bélgica,2.0,2.0,2.0,2.0,10.0,1.0,3.0,3.0,0.0,3.0,8.0,1.0,1.0,1.0,9.0,1.0,0.0,8.0,0.0,0,0,0.0,6.25
Bélgica,5.0,5.0,4.0,5.0,4.0,2.0,8.0,7.0,7.0,6.0,5.0,4.0,4.0,4.0,6.0,8.0,7.0,8.0,4.0,0,0,4.75,0.5
Bélgica,7.0,7.0,6.0,1.0,8.0,1.0,6.0,5.0,8.0,4.0,4.0,6.0,7.0,5.0,5.0,5.0,2.0,8.0,1.0,0,0,6.0,0.75
Bélgica,8.0,7.0,8.0,4.0,10.0,3.0,7.0,4.0,6.0,8.0,9.0,7.0,7.0,8.0,8.0,3.0,5.0,10.0,5.0,0,0,3.25,3.0
Bélgica,6.0,4.0,4.0,2.0,6.0,2.0,6.0,4.0,6.0,6.0,8.0,5.0,7.0,5.0,8.0,4.0,5.0,8.0,6.0,0,0,4.75,0.0
Bélgica,6.0,5.0,7.0,1.0,6.0,3.0,7.0,4.0,2.0,6.0,7.0,4.0,3.0,4.0,7.0,4.0,1.0,8.0,6.0,0,0,1.75,0.5
Bélgica,8.0,6.0,8.0,3.0,2.0,2.0,7.0,4.0,5.0,5.0,8.0,7.0,7.0,7.0,9.0,5.0,7.0,8.0,5.0,0,0,6.75,0.0
Bélgica,7.0,6.0,6.0,1.0,2.0,2.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,0,0,0.25,0.5
Bélgica,8.0,7.0,8.0,3.0,2.0,1.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,0.0,0,0,0.5,1.75
Bélgica,7.0,4.0,7.0,4.0,7.0,4.0,5.0,9.0,2.0,5.0,8.0,4.0,8.0,1.0,4.0,5.0,9.0,8.0,8.0,0,0,4.5,0.25
Bélgica,7.0,6.0,5.0,2.0,4.0,2.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,3.0,0,0,1.75,0.0
Bélgica,2.0,2.0,0.0,2.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,8.0,4.0,4.0,7.0,7.0,0,0,9.25,1.5
Bélgica,9.0,10.0,4.0,4.0,8.0,2.0,6.0,5.0,4.0,5.0,1.0,6.0,8.0,7.0,5.0,3.0,10.0,10.0,9.0,0,0,4.75,4.5
Bélgica,8.0,6.0,7.0,5.0,5.0,1.0,3.0,4.0,7.0,6.0,6.0,7.0,8.0,5.0,8.0,5.0,7.0,7.0,0.0,0,0,4.5,2.25
Bélgica,7.0,9.0,5.0,4.0,7.0,2.0,6.0,5.0,6.0,4.0,7.0,6.0,7.0,5.0,8.0,6.0,5.0,8.0,7.0,0,0,6.25,0.0
Bélgica,8.0,8.0,7.0,2.0,7.0,3.0,2.0,6.0,2.0,5.0,8.0,1.0,3.0,1.0,8.0,6.0,4.0,9.0,8.0,0,0,1.75,0.0
Bélgica,9.0,5.0,8.0,1.0,2.0,1.0,8.0,6.0,5.0,8.0,9.0,7.0,8.0,9.0,9.0,5.0,6.0,9.0,3.0,0,0,4.5,0.75
Bélgica,8.0,6.0,7.0,2.0,5.0,1.0,9.0,6.0,7.0,9.0,9.0,9.0,9.0,6.0,5.0,8.0,8.0,9.0,0.0,0,0,3.0,1.75
Bélgica,7.0,5.0,4.0,1.0,5.0,4.0,7.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,9.0,6.0,7.0,9.0,5.0,0,0,6.0,0.75
Bélgica,6.0,1.0,6.0,2.0,8.0,4.0,5.0,7.0,1.0,2.0,6.0,0.0,2.0,1.0,7.0,5.0,1.0,9.0,1.0,0,0,3.0,1.75
Bélgica,2.0,0.0,0.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,7.0,5.0,4.0,5.0,9.0,5.0,4.0,8.0,0.0,0,0,7.5,4.75
Bélgica,5.0,6.0,5.0,1.0,5.0,3.0,6.0,8.0,7.0,4.0,6.0,5.0,4.0,5.0,5.0,2.0,4.0,9.0,5.0,0,0,10.75,0.5
Bélgica,4.0,5.0,5.0,1.0,6.0,2.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,0.0,8.0,7.0,7.0,8.0,7.0,0,0,7.75,2.0
Bélgica,7.0,4.0,7.0,2.0,6.0,2.0,6.0,6.0,6.0,4.0,8.0,8.0,6.0,6.0,9.0,5.0,4.0,8.0,5.0,0,0,3.25,0.0
Bélgica,7.0,6.0,7.0,5.0,2.0,4.0,7.0,7.0,7.0,4.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,8.0,3.0,0,0,3.0,0.75
Bélgica,3.0,6.0,4.0,2.0,5.0,3.0,5.0,6.0,5.0,4.0,7.0,6.0,5.0,6.0,9.0,5.0,5.0,7.0,5.0,0,0,10.75,0.0
Bélgica,6.0,5.0,5.0,2.0,8.0,3.0,6.0,6.0,5.0,7.0,5.0,4.0,5.0,0.0,8.0,6.0,5.0,9.0,0.0,0,0,9.25,3.0
Bélgica,8.0,5.0,3.0,1.0,9.0,3.0,5.0,6.0,5.0,4.0,7.0,5.0,5.0,5.0,8.0,3.0,9.0,9.0,8.0,0,0,9.25,0.5
Bélgica,7.0,6.0,6.0,3.0,5.0,3.0,4.0,5.0,6.0,3.0,6.0,6.0,5.0,5.0,9.0,3.0,7.0,9.0,7.0,0,0,6.75,0.0
Bélgica,6.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,0.0,10.0,0.0,0,0,1.5,18.75
Bélgica,8.0,3.0,6.0,1.0,5.0,2.0,7.0,4.0,6.0,6.0,7.0,6.0,4.0,5.0,8.0,2.0,2.0,7.0,0.0,0,0,3.25,2.0
Bélgica,8.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0,0,7.75,9.5
Bélgica,9.0,6.0,8.0,2.0,4.0,2.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,0,0,0.25,0.0
Bélgica,7.0,6.0,6.0,2.0,5.0,1.0,7.0,5.0,6.0,4.0,8.0,6.0,6.0,6.0,8.0,5.0,3.0,8.0,8.0,0,0,4.5,0.25
Bélgica,8.0,5.0,7.0,1.0,5.0,3.0,8.0,8.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,3.0,0,0,9.25,0.5
Bélgica,7.0,6.0,7.0,2.0,3.0,2.0,6.0,6.0,6.0,3.0,8.0,3.0,5.0,2.0,8.0,8.0,6.0,8.0,2.0,0,0,1.75,0.0
Bélgica,2.0,2.0,7.0,4.0,5.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,7.0,6.0,2.0,8.0,0.0,0,0,1.75,3.0
Bélgica,5.0,6.0,4.0,2.0,5.0,2.0,6.0,4.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,2.0,1.0,8.0,7.0,0,0,3.25,0.0
Bélgica,4.0,7.0,5.0,1.0,3.0,4.0,9.0,6.0,6.0,5.0,9.0,8.0,7.0,8.0,7.0,7.0,4.0,7.0,9.0,0,1,3.0,0.75
Bélgica,5.0,5.0,7.0,2.0,5.0,4.0,5.0,4.0,5.0,6.0,8.0,5.0,5.0,5.0,8.0,4.0,4.0,7.0,5.0,0,2,13.5,0.25
Bélgica,8.0,5.0,5.0,3.0,0.0,2.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,8.0,8.0,5.0,8.0,0,0,12.75,1.5
Bélgica,6.0,7.0,7.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,7.0,2.0,5.0,2.0,5.0,5.0,5.0,7.0,5.0,0,1,7.75,0.5
Bélgica,9.0,4.0,7.0,4.0,6.0,3.0,8.0,5.0,5.0,9.0,6.0,5.0,3.0,5.0,8.0,6.0,8.0,9.0,8.0,0,0,6.25,0.0
Bélgica,7.0,5.0,7.0,1.0,5.0,1.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,6.0,0,0,3.0,0.75
Bélgica,7.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,8.0,1.0,1.0,1.0,6.0,5.0,3.0,8.0,0.0,0,0,9.5,1.75
Bélgica,7.0,4.0,3.0,1.0,5.0,3.0,7.0,8.0,7.0,6.0,7.0,5.0,8.0,6.0,7.0,7.0,9.0,9.0,9.0,0,0,3.25,0.5
Bélgica,5.0,3.0,5.0,4.0,7.0,3.0,7.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,7.0,6.0,0,0,13.75,0.0
Bélgica,8.0,4.0,7.0,1.0,6.0,2.0,7.0,8.0,6.0,7.0,9.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,3.0,0,0,0.25,0.5
Bélgica,8.0,4.0,7.0,2.0,7.0,2.0,4.0,7.0,3.0,7.0,8.0,3.0,4.0,3.0,8.0,6.0,7.0,2.0,0.0,0,0,0.25,1.5
Bélgica,3.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,0.0,0,0,1.5,6.75
Bélgica,5.0,6.0,5.0,2.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,2.0,5.0,2.0,2.0,6.0,2.0,0,0,9.0,0.25
Bélgica,7.0,4.0,3.0,1.0,5.0,3.0,8.0,7.0,5.0,7.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,0,0,10.75,0.5
Bélgica,7.0,4.0,6.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,9.0,3.0,3.0,9.0,2.0,0,0,7.5,0.75
Bélgica,8.0,7.0,5.0,5.0,4.0,3.0,3.0,6.0,4.0,5.0,7.0,5.0,2.0,5.0,9.0,2.0,2.0,9.0,6.0,0,0,6.25,0.5
Bélgica,6.0,5.0,6.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,0.0,3.0,1.0,7.0,6.0,5.0,9.0,5.0,0,0,9.25,1.5
Bélgica,9.0,9.0,9.0,1.0,3.0,3.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,5.0,5.0,8.0,9.0,0.0,0,0,3.25,2.0
Bélgica,7.0,7.0,7.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,7.0,5.0,5.0,4.0,7.0,5.0,8.0,7.0,1.0,0,0,8.25,0.0
Bélgica,6.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,0,0,15.25,0.0
Bélgica,5.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,8.0,5.0,5.0,8.0,2.0,0,0,9.25,0.5
Bélgica,5.0,2.0,0.0,3.0,8.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,9.0,2.0,8.0,7.0,0.0,0,0,11.0,3.25
Bélgica,7.0,7.0,7.0,2.0,5.0,3.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,9.0,2.0,0,0,1.75,0.0
Bélgica,8.0,5.0,6.0,1.0,4.0,2.0,5.0,6.0,6.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,0,0,6.25,0.5
Bélgica,4.0,5.0,8.0,3.0,3.0,3.0,5.0,6.0,8.0,4.0,6.0,5.0,6.0,7.0,8.0,5.0,8.0,9.0,7.0,0,0,6.75,0.0
Bélgica,7.0,8.0,8.0,5.0,5.0,3.0,7.0,8.0,6.0,5.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,9.0,6.0,0,2,3.25,0.5
Bélgica,8.0,5.0,8.0,2.0,6.0,2.0,8.0,4.0,3.0,4.0,6.0,3.0,6.0,8.0,6.0,3.0,4.0,7.0,5.0,0,0,3.25,0.0
Bélgica,8.0,7.0,8.0,2.0,2.0,2.0,8.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,9.0,4.0,0,0,3.25,0.0
Bélgica,4.0,1.0,5.0,2.0,5.0,4.0,7.0,4.0,7.0,8.0,7.0,5.0,7.0,5.0,9.0,6.0,6.0,10.0,10.0,0,0,6.0,3.25
Bélgica,1.0,5.0,0.0,1.0,6.0,4.0,5.0,7.0,5.0,2.0,3.0,1.0,2.0,1.0,8.0,6.0,5.0,8.0,2.0,0,0,6.0,2.25
Bélgica,8.0,8.0,5.0,1.0,5.0,2.0,7.0,3.0,7.0,8.0,9.0,7.0,7.0,6.0,8.0,1.0,3.0,9.0,2.0,0,0,3.25,0.5
Bélgica,7.0,7.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,7.0,6.0,5.0,8.0,5.0,0,0,13.75,0.5
Bélgica,7.0,7.0,7.0,2.0,2.0,2.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,5.0,0,0,7.75,0.0
Bélgica,8.0,6.0,7.0,1.0,5.0,2.0,10.0,7.0,7.0,8.0,9.0,7.0,8.0,5.0,8.0,9.0,5.0,8.0,9.0,0,0,4.75,2.0
Bélgica,2.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,0.0,9.0,7.0,1.0,1.0,8.0,1.0,2.0,5.0,8.0,0,0,8.0,1.75
Bélgica,5.0,7.0,6.0,2.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,3.0,4.0,5.0,8.0,6.0,6.0,8.0,3.0,0,0,6.0,0.25
Bélgica,8.0,8.0,2.0,3.0,5.0,3.0,7.0,7.0,7.0,2.0,8.0,7.0,7.0,7.0,8.0,6.0,5.0,3.0,9.0,0,0,3.75,0.0
Bélgica,7.0,5.0,7.0,1.0,6.0,3.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,5.0,8.0,4.0,5.0,8.0,7.0,0,0,4.75,0.5
Bélgica,7.0,8.0,7.0,4.0,4.0,2.0,8.0,6.0,5.0,6.0,8.0,6.0,7.0,6.0,5.0,6.0,7.0,10.0,6.0,0,0,3.25,1.5
Bélgica,7.0,5.0,7.0,2.0,4.0,2.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,8.0,2.0,0,0,4.75,0.0
Bélgica,8.0,4.0,8.0,1.0,7.0,3.0,7.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,8.0,3.0,3.0,9.0,8.0,0,0,6.25,0.5
Bélgica,6.0,5.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,8.0,2.0,2.0,9.0,2.0,0,0,8.25,4.5
Bélgica,5.0,7.0,5.0,1.0,5.0,3.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,9.0,9.0,7.0,0,0,4.75,0.5
Bélgica,5.0,4.0,4.0,1.0,7.0,3.0,5.0,6.0,3.0,6.0,6.0,1.0,3.0,2.0,6.0,3.0,5.0,8.0,1.0,0,0,4.75,0.5
Bélgica,8.0,8.0,7.0,3.0,5.0,2.0,6.0,5.0,3.0,4.0,6.0,3.0,4.0,2.0,10.0,3.0,8.0,9.0,5.0,0,0,5.25,1.5
Bélgica,7.0,5.0,7.0,1.0,3.0,3.0,8.0,8.0,6.0,8.0,8.0,5.0,6.0,5.0,9.0,7.0,5.0,8.0,2.0,0,0,6.25,0.5
Bélgica,7.0,5.0,7.0,3.0,7.0,2.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,9.0,6.0,0,0,2.25,0.0
Bélgica,5.0,5.0,7.0,1.0,6.0,2.0,5.0,8.0,6.0,3.0,7.0,2.0,3.0,2.0,7.0,2.0,6.0,6.0,2.0,0,0,4.75,0.5
Bélgica,7.0,7.0,8.0,1.0,5.0,2.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,0,0,1.75,0.5
Bélgica,7.0,3.0,8.0,2.0,5.0,2.0,4.0,6.0,6.0,7.0,7.0,6.0,7.0,4.0,9.0,7.0,5.0,8.0,2.0,0,0,3.25,0.0
Bélgica,6.0,5.0,6.0,2.0,7.0,2.0,4.0,7.0,4.0,6.0,8.0,4.0,5.0,4.0,9.0,5.0,2.0,9.0,5.0,0,0,6.25,0.0
Bélgica,6.0,5.0,6.0,3.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,4.0,8.0,8.0,7.0,5.0,4.0,9.0,10.0,0,0,3.75,1.5
Bélgica,6.0,6.0,5.0,4.0,5.0,4.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,10.0,7.0,7.0,9.0,7.0,0,0,7.5,1.75
Bélgica,7.0,5.0,7.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,8.0,7.0,0,0,7.75,0.0
Bélgica,5.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,9.0,2.0,1.0,5.0,7.0,0,0,10.5,0.25
Bélgica,5.0,4.0,4.0,2.0,5.0,4.0,6.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,7.0,0.0,9.0,8.0,8.0,0,0,4.5,1.75
Bélgica,7.0,6.0,7.0,2.0,7.0,2.0,4.0,5.0,5.0,6.0,8.0,4.0,5.0,4.0,4.0,4.0,5.0,8.0,5.0,0,0,7.75,0.0
Bélgica,8.0,4.0,8.0,2.0,5.0,2.0,6.0,7.0,4.0,5.0,8.0,6.0,6.0,6.0,8.0,7.0,4.0,8.0,3.0,0,0,3.25,0.0
Bélgica,9.0,9.0,7.0,1.0,6.0,2.0,6.0,3.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,3.0,6.0,10.0,1.0,0,0,3.25,2.0
Bélgica,7.0,6.0,6.0,2.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,0,0,3.25,0.0
Bélgica,7.0,6.0,7.0,2.0,6.0,2.0,7.0,4.0,6.0,5.0,7.0,5.0,5.0,6.0,4.0,7.0,5.0,8.0,6.0,0,0,6.25,0.0
Bélgica,9.0,8.0,7.0,2.0,7.0,3.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,10.0,6.0,6.0,9.0,6.0,0,0,0.25,1.5
Bélgica,4.0,3.0,4.0,1.0,9.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,8.0,2.0,2.0,8.0,0.0,0,0,1.5,2.25
Bélgica,7.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,4.0,0,0,12.25,0.5
Bélgica,6.0,5.0,5.0,2.0,7.0,3.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,8.0,6.0,6.0,8.0,3.0,0,0,6.25,0.0
Bélgica,7.0,4.0,5.0,2.0,3.0,2.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,5.0,9.0,7.0,0,0,4.75,0.0
Bélgica,5.0,7.0,5.0,2.0,8.0,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,2.0,5.0,3.0,8.0,0.0,0,0,6.25,1.5
Bélgica,2.0,1.0,2.0,2.0,5.0,1.0,3.0,6.0,3.0,0.0,6.0,5.0,2.0,5.0,9.0,7.0,5.0,8.0,5.0,0,0,7.5,1.75
Bélgica,6.0,6.0,5.0,4.0,8.0,4.0,6.0,8.0,8.0,5.0,6.0,3.0,3.0,3.0,10.0,4.0,5.0,8.0,4.0,0,0,4.5,1.75
Bélgica,5.0,6.0,5.0,1.0,4.0,2.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,3.0,8.0,0.0,0,0,3.25,2.0
Bélgica,6.0,6.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,3.0,8.0,8.0,8.0,0.0,0,0,6.5,1.75
Bélgica,8.0,6.0,7.0,2.0,5.0,2.0,6.0,7.0,8.0,5.0,9.0,7.0,7.0,7.0,7.0,6.0,4.0,8.0,3.0,0,0,3.25,0.0
Bélgica,7.0,7.0,6.0,3.0,6.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,9.0,2.0,7.0,9.0,3.0,0,0,3.75,0.0
Bélgica,9.0,6.0,9.0,2.0,0.0,2.0,9.0,7.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,4.0,0,0,0.25,1.5
Bélgica,4.0,2.0,3.0,2.0,8.0,1.0,4.0,4.0,0.0,1.0,3.0,3.0,2.0,3.0,8.0,4.0,3.0,9.0,2.0,0,0,0.0,1.75
Bélgica,7.0,6.0,6.0,4.0,5.0,2.0,7.0,8.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,0,0,3.25,0.0
Bélgica,7.0,6.0,5.0,1.0,8.0,3.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,5.0,5.0,9.0,0.0,0,0,4.75,2.0
Bélgica,8.0,7.0,7.0,2.0,8.0,4.0,7.0,9.0,7.0,3.0,6.0,4.0,3.0,4.0,8.0,1.0,4.0,8.0,2.0,0,0,0.0,0.25
Bélgica,5.0,2.0,6.0,2.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,0.0,5.0,5.0,8.0,0.0,0,0,13.75,3.0
Bélgica,5.0,4.0,4.0,2.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,9.0,6.0,0,0,13.5,0.25
Bélgica,8.0,8.0,8.0,5.0,2.0,2.0,7.0,5.0,7.0,5.0,6.0,6.0,7.0,7.0,5.0,7.0,8.0,9.0,7.0,0,0,4.75,0.5
Bélgica,7.0,3.0,6.0,4.0,8.0,3.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,4.0,6.0,8.0,5.0,0,0,1.75,0.0
Bélgica,7.0,7.0,8.0,2.0,7.0,2.0,4.0,3.0,6.0,4.0,8.0,4.0,6.0,3.0,5.0,8.0,7.0,8.0,2.0,0,0,1.75,0.0
Bélgica,6.0,5.0,6.0,3.0,5.0,3.0,4.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,8.0,8.0,7.0,7.0,5.0,0,0,5.25,0.0
Bélgica,8.0,8.0,8.0,2.0,3.0,2.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,9.0,5.0,9.0,9.0,5.0,0,0,3.25,0.0
Bélgica,7.0,3.0,7.0,1.0,6.0,2.0,9.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,5.0,7.0,5.0,9.0,6.0,0,0,3.25,0.5
Bélgica,6.0,6.0,9.0,4.0,5.0,2.0,5.0,7.0,6.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,8.0,10.0,7.0,0,0,4.75,1.5
Bélgica,6.0,4.0,5.0,1.0,10.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,8.0,1.0,0,0,1.75,6.5
Bélgica,2.0,2.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,6.0,0,0,4.75,0.5
Bélgica,7.0,7.0,5.0,3.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,8.0,4.0,4.0,9.0,1.0,0,0,5.25,0.0
Bélgica,7.0,6.0,5.0,3.0,5.0,3.0,4.0,6.0,5.0,7.0,7.0,5.0,6.0,5.0,7.0,4.0,1.0,7.0,4.0,0,0,8.25,0.0
Bélgica,5.0,5.0,3.0,2.0,8.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,5.0,0,0,6.25,9.0
Bélgica,8.0,7.0,8.0,3.0,6.0,2.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,3.0,8.0,5.0,0,0,5.25,0.0
Bélgica,5.0,6.0,4.0,1.0,5.0,2.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,8.0,5.0,2.0,7.0,3.0,0,0,4.75,0.5
Bélgica,9.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,7.0,6.0,0,0,1.75,0.0
Bélgica,7.0,7.0,7.0,1.0,5.0,1.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,4.0,3.0,7.0,8.0,7.0,0,0,1.5,0.75
Bélgica,7.0,8.0,7.0,2.0,9.0,4.0,7.0,6.0,7.0,7.0,9.0,5.0,5.0,5.0,8.0,6.0,7.0,9.0,9.0,0,0,4.5,0.25
Bélgica,8.0,4.0,7.0,3.0,5.0,3.0,6.0,4.0,3.0,7.0,7.0,4.0,4.0,4.0,9.0,4.0,8.0,8.0,2.0,0,0,2.25,0.0
