cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstep,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Eslovaquia,5.0,3.0,8.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,9.0,7.0,2.0,4.0,5.0,10.0,8.0,5.0,8.0,5.0,2,0,6.25,1.5
Eslovaquia,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,1.0,0.0,6.0,0.0,3.0,0.0,9.0,1.0,3.0,5.0,8.0,2,1,12.25,4.5
Eslovaquia,3.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,7.0,0.0,1.0,10.0,7.0,2,0,1.75,3.0
Eslovaquia,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,2,0,0.25,19.5
Eslovaquia,4.0,4.0,3.0,1.0,6.0,2.0,5.0,5.0,6.0,3.0,7.0,5.0,6.0,6.0,5.0,10.0,4.0,5.0,6.0,8.0,2,0,7.75,2.0
Eslovaquia,3.0,4.0,3.0,1.0,4.0,3.0,5.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,2.0,9.0,5.0,5.0,6.0,8.0,2,0,4.75,8.0
Eslovaquia,1.0,2.0,1.0,3.0,3.0,3.0,6.0,3.0,7.0,7.0,6.0,7.0,4.0,6.0,7.0,7.0,5.0,2.0,3.0,6.0,2,0,2.25,0.0
Eslovaquia,7.0,7.0,8.0,1.0,6.0,1.0,5.0,5.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,6.0,8.0,8.0,2,0,4.5,0.75
Eslovaquia,2.0,2.0,6.0,2.0,8.0,2.0,7.0,8.0,5.0,9.0,9.0,9.0,5.0,4.0,4.0,10.0,5.0,5.0,10.0,8.0,2,0,6.25,3.0
Eslovaquia,7.0,0.0,3.0,1.0,5.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,10.0,10.0,2,0,13.75,5.0
Eslovaquia,4.0,3.0,4.0,1.0,7.0,2.0,3.0,3.0,0.0,7.0,2.0,5.0,3.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,2,0,4.75,2.0
Eslovaquia,7.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,7.0,5.0,9.0,7.0,5.0,8.0,9.0,2.0,2.0,5.0,3.0,2,0,7.75,0.0
Eslovaquia,1.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,10.0,2,0,1.75,10.5
Eslovaquia,5.0,4.0,5.0,1.0,6.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,7.0,7.0,2,0,7.75,0.5
Eslovaquia,0.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,3.0,6.0,6.0,8.0,8.0,5.0,8.0,7.0,8.0,10.0,7.0,0.0,2,0,3.25,7.5
Eslovaquia,5.0,5.0,0.0,1.0,5.0,3.0,0.0,5.0,7.0,5.0,5.0,8.0,5.0,5.0,5.0,7.0,4.0,4.0,8.0,7.0,2,4,13.75,3.5
Eslovaquia,6.0,5.0,7.0,1.0,5.0,2.0,7.0,6.0,7.0,7.0,8.0,8.0,6.0,5.0,5.0,8.0,5.0,6.0,8.0,4.0,2,0,7.75,0.5
Eslovaquia,5.0,5.0,0.0,1.0,10.0,2.0,3.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,3.0,3.0,1.0,7.0,5.0,7.0,2,0,6.25,8.0
Eslovaquia,5.0,4.0,6.0,1.0,4.0,2.0,5.0,5.0,7.0,8.0,3.0,3.0,5.0,5.0,4.0,6.0,2.0,2.0,6.0,7.0,2,0,7.75,0.5
Eslovaquia,6.0,7.0,7.0,2.0,3.0,2.0,2.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,7.0,5.0,2,0,1.75,0.0
Eslovaquia,5.0,4.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,5.0,2.0,4.0,7.0,9.0,2,0,5.25,0.0
Eslovaquia,3.0,2.0,0.0,3.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,2.0,8.0,5.0,4.0,6.0,8.0,2,0,8.0,1.75
Eslovaquia,6.0,5.0,0.0,2.0,5.0,4.0,8.0,6.0,5.0,6.0,0.0,7.0,0.0,6.0,9.0,0.0,5.0,5.0,7.0,8.0,2,4,7.5,6.25
Eslovaquia,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,4.0,2,0,1.75,17.0
Eslovaquia,3.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,10.0,10.0,2,0,1.5,6.75
Eslovaquia,6.0,4.0,7.0,2.0,2.0,2.0,5.0,6.0,5.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,2,0,6.25,1.5
Eslovaquia,4.0,8.0,0.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,5.0,5.0,8.0,3.0,4.0,5.0,8.0,2,7,13.75,3.5
Eslovaquia,5.0,5.0,4.0,2.0,9.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,0.0,10.0,6.0,5.0,7.0,9.0,2,0,10.75,3.0
Eslovaquia,4.0,4.0,4.0,1.0,10.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,10.0,2.0,2.0,6.0,10.0,2,0,1.75,5.0
Eslovaquia,2.0,3.0,0.0,1.0,5.0,4.0,3.0,4.0,5.0,6.0,7.0,5.0,10.0,10.0,10.0,5.0,6.0,10.0,5.0,10.0,2,1,7.5,9.75
Eslovaquia,0.0,2.0,0.0,1.0,5.0,3.0,2.0,3.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,2.0,5.0,5.0,7.0,0.0,2,2,6.25,9.5
Eslovaquia,5.0,5.0,4.0,1.0,10.0,3.0,0.0,0.0,0.0,4.0,7.0,9.0,2.0,5.0,2.0,10.0,0.0,0.0,6.0,0.0,2,0,4.75,12.5
Eslovaquia,1.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,7.0,4.0,2,0,0.0,0.25
Eslovaquia,5.0,6.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,10.0,2.0,5.0,8.0,5.0,2,1,9.0,13.75
Eslovaquia,4.0,3.0,2.0,2.0,5.0,2.0,5.0,7.0,7.0,6.0,4.0,5.0,4.0,3.0,5.0,8.0,3.0,4.0,5.0,0.0,2,0,7.75,1.5
Eslovaquia,1.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,7.0,2,0,6.25,9.0
Eslovaquia,1.0,7.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,10.0,6.0,6.0,6.0,6.0,2,0,6.25,1.5
Eslovaquia,5.0,3.0,4.0,1.0,8.0,3.0,4.0,3.0,6.0,2.0,3.0,3.0,1.0,2.0,2.0,10.0,2.0,4.0,5.0,8.0,2,0,3.25,2.0
Eslovaquia,8.0,5.0,8.0,3.0,5.0,3.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,2.0,0.0,5.0,10.0,5.0,2,1,6.75,10.5
Eslovaquia,5.0,6.0,5.0,1.0,5.0,2.0,7.0,6.0,6.0,4.0,9.0,9.0,5.0,9.0,4.0,10.0,5.0,5.0,5.0,8.0,2,0,10.75,2.0
Eslovaquia,5.0,5.0,5.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,10.0,5.0,2,0,6.0,6.75
Eslovaquia,7.0,7.0,8.0,3.0,7.0,3.0,7.0,8.0,10.0,5.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,2.0,8.0,1.0,2,0,5.25,1.5
Eslovaquia,3.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,8.0,3.0,7.0,8.0,2,0,3.25,0.0
Eslovaquia,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,8.0,10.0,2,1,1.75,7.5
Eslovaquia,6.0,1.0,5.0,2.0,9.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,5.0,10.0,2,0,6.25,3.0
Eslovaquia,5.0,8.0,5.0,1.0,3.0,3.0,8.0,5.0,7.0,5.0,8.0,10.0,5.0,8.0,5.0,2.0,0.0,0.0,9.0,10.0,2,0,9.25,6.5
Eslovaquia,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,9.0,2.0,2.0,1.0,9.0,7.0,5.0,7.0,7.0,2,0,1.75,0.0
Eslovaquia,3.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,10.0,3.0,2.0,7.0,9.0,2,0,1.75,2.0
Eslovaquia,2.0,1.0,0.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,5.0,6.0,0.0,2.0,1.0,9.0,1.0,0.0,4.0,9.0,2,1,3.0,5.25
Eslovaquia,2.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,6.0,6.0,2,2,7.75,0.5
Eslovaquia,7.0,3.0,2.0,1.0,5.0,4.0,5.0,7.0,3.0,2.0,2.0,8.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,10.0,2,1,3.0,3.75
Eslovaquia,5.0,5.0,1.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,1.0,10.0,6.0,5.0,3.0,3.0,2,0,10.75,1.5
Eslovaquia,2.0,2.0,2.0,1.0,8.0,3.0,4.0,10.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,5.0,8.0,2,0,3.25,3.5
Eslovaquia,2.0,6.0,2.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,8.0,4.0,1.0,3.0,7.0,6.0,7.0,7.0,7.0,2,0,6.25,0.5
Eslovaquia,3.0,4.0,3.0,1.0,5.0,4.0,3.0,6.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,7.0,2.0,2,0,3.0,0.75
Eslovaquia,5.0,5.0,4.0,3.0,5.0,4.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,10.0,5.0,6.0,5.0,1.0,2,1,8.0,7.75
Eslovaquia,7.0,5.0,7.0,1.0,5.0,3.0,0.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,7.0,8.0,2.0,4.0,10.0,2,0,4.75,3.5
Eslovaquia,5.0,5.0,0.0,2.0,5.0,2.0,9.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,10.0,0.0,5.0,7.0,10.0,2,0,16.75,6.0
Eslovaquia,8.0,8.0,8.0,1.0,8.0,3.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,2.0,1.0,4.0,5.0,1.0,5.0,5.0,2,0,4.75,6.5
Eslovaquia,5.0,5.0,2.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,8.0,2.0,5.0,7.0,5.0,2,0,6.25,0.0
Eslovaquia,2.0,2.0,2.0,1.0,2.0,3.0,4.0,6.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,8.0,3.0,2.0,4.0,8.0,2,0,3.25,0.5
Eslovaquia,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,0.0,10.0,5.0,5.0,6.0,9.0,2,0,6.0,3.25
Eslovaquia,3.0,2.0,2.0,3.0,9.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,4.0,2,0,0.75,6.0
Eslovaquia,3.0,3.0,3.0,2.0,8.0,2.0,2.0,4.0,3.0,6.0,6.0,7.0,6.0,6.0,5.0,8.0,3.0,3.0,3.0,7.0,2,0,1.75,0.0
Eslovaquia,6.0,5.0,3.0,1.0,2.0,3.0,6.0,5.0,5.0,7.0,6.0,8.0,5.0,4.0,7.0,10.0,3.0,6.0,6.0,3.0,2,0,6.25,2.0
Eslovaquia,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,7.0,7.0,2,0,1.75,1.5
Eslovaquia,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,10.0,5.0,7.0,5.0,5.0,5.0,7.0,8.0,5.0,10.0,8.0,2,1,18.25,3.5
Eslovaquia,4.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,7.0,3.0,5.0,7.0,3.0,2,0,9.25,0.0
Eslovaquia,4.0,6.0,6.0,1.0,7.0,2.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,4.0,2,0,4.75,9.5
Eslovaquia,8.0,10.0,9.0,1.0,5.0,3.0,1.0,2.0,0.0,4.0,8.0,10.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,7.0,2,1,6.25,9.5
Eslovaquia,7.0,5.0,7.0,2.0,5.0,4.0,4.0,3.0,3.0,8.0,8.0,8.0,8.0,9.0,9.0,4.0,3.0,3.0,7.0,7.0,2,0,3.0,0.25
Eslovaquia,2.0,1.0,7.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,4.0,7.0,2,0,1.75,6.0
Eslovaquia,3.0,2.0,2.0,1.0,8.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,6.0,9.0,2,1,4.5,0.75
Eslovaquia,3.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,6.0,4.0,8.0,3.0,5.0,6.0,0.0,2,0,4.75,2.0
Eslovaquia,4.0,4.0,0.0,1.0,9.0,3.0,0.0,5.0,2.0,0.0,8.0,9.0,4.0,7.0,5.0,6.0,6.0,3.0,7.0,10.0,2,1,3.25,6.5
Eslovaquia,5.0,4.0,5.0,2.0,2.0,4.0,8.0,5.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,4.0,3.0,3.0,4.0,10.0,2,3,9.0,1.75
Eslovaquia,4.0,5.0,4.0,1.0,5.0,2.0,7.0,7.0,7.0,8.0,4.0,5.0,5.0,6.0,5.0,1.0,5.0,7.0,7.0,3.0,2,0,9.25,0.5
Eslovaquia,4.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,1.0,1.0,3.0,0.0,2,0,4.75,2.0
Eslovaquia,7.0,7.0,6.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,9.0,2.0,2.0,5.0,3.0,2,0,9.0,0.75
Eslovaquia,3.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,4.0,4.0,4.0,2,0,0.25,2.0
Eslovaquia,5.0,5.0,6.0,1.0,5.0,4.0,8.0,5.0,0.0,6.0,8.0,5.0,8.0,10.0,9.0,9.0,2.0,1.0,9.0,5.0,2,0,9.0,3.75
Eslovaquia,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,9.0,5.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,5.0,2,0,3.25,14.0
Eslovaquia,7.0,6.0,7.0,1.0,9.0,2.0,3.0,4.0,2.0,3.0,7.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,0.0,2,0,1.75,2.0
Eslovaquia,9.0,7.0,9.0,1.0,5.0,2.0,8.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,0.0,2.0,3.0,3.0,9.0,2,0,3.25,2.0
Eslovaquia,7.0,4.0,7.0,2.0,8.0,3.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,4.0,9.0,8.0,2,0,0.25,0.0
Eslovaquia,6.0,6.0,5.0,1.0,9.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,3.0,5.0,2.0,2,0,3.0,5.25
Eslovaquia,5.0,4.0,7.0,2.0,2.0,2.0,8.0,7.0,7.0,3.0,7.0,10.0,4.0,4.0,4.0,10.0,0.0,2.0,7.0,8.0,2,0,1.75,4.5
Eslovaquia,5.0,7.0,9.0,2.0,5.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,2.0,3.0,7.0,2,0,9.25,0.0
Eslovaquia,7.0,8.0,7.0,2.0,8.0,3.0,4.0,8.0,2.0,4.0,7.0,10.0,3.0,2.0,4.0,0.0,5.0,5.0,7.0,10.0,2,2,3.25,4.5
Eslovaquia,3.0,2.0,0.0,1.0,0.0,3.0,10.0,9.0,10.0,8.0,5.0,7.0,4.0,5.0,4.0,1.0,3.0,2.0,7.0,10.0,2,0,3.25,8.0
Eslovaquia,2.0,4.0,1.0,1.0,5.0,3.0,4.0,7.0,5.0,9.0,6.0,8.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,10.0,2,1,6.25,2.0
Eslovaquia,5.0,5.0,1.0,1.0,2.0,3.0,7.0,7.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,7.0,9.0,2,0,4.75,0.5
Eslovaquia,0.0,5.0,0.0,1.0,5.0,4.0,2.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,4.0,6.0,10.0,2.0,8.0,2,1,3.0,11.25
Eslovaquia,7.0,6.0,6.0,2.0,5.0,3.0,5.0,4.0,6.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,2,0,10.75,0.0
Eslovaquia,8.0,9.0,9.0,1.0,3.0,3.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,1.0,2.0,9.0,8.0,2,0,0.25,0.5
Eslovaquia,4.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,2.0,3.0,7.0,6.0,2,0,0.25,1.5
Eslovaquia,7.0,6.0,7.0,2.0,8.0,4.0,7.0,7.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,8.0,2.0,2.0,10.0,1.0,2,0,6.0,1.75
Eslovaquia,2.0,4.0,4.0,2.0,5.0,2.0,6.0,6.0,6.0,8.0,5.0,9.0,7.0,8.0,9.0,9.0,4.0,6.0,4.0,6.0,2,0,3.25,0.0
Eslovaquia,6.0,2.0,3.0,1.0,2.0,2.0,6.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,5.0,3.0,3.0,5.0,2,0,3.25,0.5
Eslovaquia,3.0,5.0,4.0,1.0,5.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,10.0,0.0,2,0,6.25,15.5
Eslovaquia,2.0,3.0,2.0,3.0,6.0,3.0,6.0,2.0,5.0,5.0,6.0,8.0,6.0,2.0,4.0,7.0,3.0,4.0,3.0,10.0,2,0,3.75,1.5
Eslovaquia,5.0,5.0,3.0,1.0,10.0,1.0,7.0,7.0,7.0,7.0,1.0,6.0,6.0,3.0,7.0,0.0,6.0,4.0,8.0,8.0,2,0,3.0,3.75
Eslovaquia,5.0,5.0,5.0,1.0,5.0,2.0,6.0,8.0,5.0,8.0,9.0,7.0,2.0,5.0,2.0,10.0,0.0,8.0,8.0,5.0,2,1,10.75,3.5
Eslovaquia,5.0,2.0,3.0,1.0,5.0,2.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,8.0,2,1,16.75,0.5
Eslovaquia,5.0,4.0,4.0,1.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,6.0,4.0,2.0,4.0,1.0,0.0,2.0,8.0,6.0,2,0,3.25,2.0
Eslovaquia,5.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,9.0,0.0,0.0,0.0,8.0,5.0,5.0,6.0,6.0,2,0,7.75,4.5
Eslovaquia,7.0,5.0,7.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,6.0,1.0,2.0,2.0,6.0,1.0,3.0,7.0,7.0,2,0,4.75,0.5
Eslovaquia,2.0,2.0,2.0,1.0,5.0,3.0,5.0,5.0,6.0,2.0,2.0,5.0,1.0,2.0,1.0,8.0,5.0,3.0,6.0,6.0,2,0,7.75,0.5
Eslovaquia,4.0,4.0,6.0,2.0,5.0,2.0,5.0,6.0,3.0,7.0,5.0,8.0,6.0,8.0,8.0,7.0,5.0,3.0,6.0,0.0,2,0,6.25,1.5
Eslovaquia,4.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,7.0,0.0,2,0,0.25,4.5
Eslovaquia,2.0,5.0,2.0,2.0,6.0,3.0,3.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,6.0,6.0,5.0,7.0,7.0,2,0,3.25,0.0
Eslovaquia,7.0,7.0,7.0,2.0,2.0,2.0,8.0,8.0,7.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,2.0,4.0,7.0,7.0,2,0,3.25,0.0
Eslovaquia,4.0,0.0,7.0,2.0,5.0,4.0,0.0,4.0,2.0,10.0,8.0,10.0,8.0,5.0,6.0,6.0,7.0,7.0,8.0,10.0,2,0,3.0,7.75
Eslovaquia,2.0,3.0,3.0,1.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,10.0,0.0,3.0,10.0,7.0,2,0,0.0,15.75
Eslovaquia,3.0,4.0,2.0,1.0,6.0,4.0,4.0,3.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,4.0,8.0,10.0,2,0,1.5,11.25
Eslovaquia,2.0,2.0,3.0,1.0,5.0,3.0,6.0,5.0,7.0,6.0,3.0,6.0,1.0,2.0,2.0,8.0,5.0,6.0,7.0,7.0,2,0,4.75,0.5
Eslovaquia,0.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,2,0,1.75,17.0
Eslovaquia,9.0,9.0,6.0,2.0,10.0,4.0,9.0,9.0,10.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,1.0,2.0,10.0,6.0,2,0,0.0,4.75
Eslovaquia,5.0,4.0,1.0,2.0,5.0,2.0,5.0,6.0,5.0,5.0,3.0,6.0,1.0,0.0,1.0,8.0,3.0,7.0,5.0,6.0,2,0,9.25,1.5
Eslovaquia,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,9.0,2.0,3.0,8.0,6.0,2,0,0.25,3.0
Eslovaquia,7.0,8.0,5.0,2.0,5.0,3.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,3.0,7.0,8.0,2,0,3.25,0.0
Eslovaquia,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,10.0,0.0,0.0,10.0,8.0,2,0,3.25,11.0
Eslovaquia,3.0,4.0,3.0,2.0,8.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,10.0,3.0,2.0,5.0,9.0,2,0,3.0,3.25
Eslovaquia,8.0,8.0,8.0,2.0,3.0,3.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,3.0,7.0,7.0,2,0,0.25,0.0
Eslovaquia,5.0,3.0,5.0,1.0,8.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,8.0,7.0,2,0,6.25,9.5
Eslovaquia,7.0,3.0,3.0,2.0,6.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,8.0,2,0,9.25,0.0
Eslovaquia,9.0,8.0,9.0,1.0,6.0,4.0,7.0,8.0,7.0,4.0,3.0,9.0,5.0,5.0,6.0,5.0,6.0,8.0,7.0,0.0,2,0,4.5,2.25
Eslovaquia,3.0,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,3.0,10.0,0.0,4.0,8.0,0.0,2,0,4.75,5.0
Eslovaquia,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,2.0,10.0,3.0,3.0,7.0,5.0,2,0,3.25,9.5
Eslovaquia,3.0,5.0,2.0,2.0,5.0,2.0,8.0,7.0,7.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,0.0,2,0,7.75,1.5
Eslovaquia,5.0,5.0,4.0,2.0,3.0,3.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,5.0,5.0,8.0,10.0,2,3,6.25,9.0
Eslovaquia,8.0,8.0,8.0,1.0,8.0,4.0,5.0,6.0,6.0,10.0,9.0,10.0,9.0,9.0,9.0,4.0,2.0,2.0,8.0,8.0,2,0,1.5,3.75
Eslovaquia,0.0,5.0,0.0,1.0,5.0,4.0,0.0,2.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,7.0,2,2,10.5,14.25
Eslovaquia,2.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,7.0,5.0,2,0,4.75,14.0
Eslovaquia,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,10.0,5.0,10.0,10.0,10.0,8.0,5.0,4.0,7.0,8.0,2,0,4.75,6.5
Eslovaquia,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,8.0,1.0,1.0,6.0,1.0,6.0,0.0,5.0,5.0,9.0,9.0,2,0,3.75,1.5
Eslovaquia,1.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,10.0,3.0,2.0,3.0,7.0,2,0,2.0,4.75
Eslovaquia,2.0,2.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,7.0,3.0,8.0,2,0,0.25,18.5
