iter	MultiClass
524	0.4524735666
525	0.4518381124
526	0.4514817203
527	0.451100502
528	0.4508216506
529	0.4503727783
530	0.4500054872
531	0.4495712159
532	0.4490541866
533	0.4483809603
534	0.4479061579
535	0.4472993034
536	0.4469490346
537	0.4464445181
538	0.4458600146
539	0.4452893308
540	0.4447262043
541	0.4442481225
542	0.4437771965
543	0.4431711139
544	0.4425931145
545	0.4421642154
546	0.441683887
547	0.4412903382
548	0.4407683049
549	0.4401681059
550	0.4396538333
551	0.439096389
552	0.4386405643
553	0.438329001
554	0.4378975669
555	0.4372372819
556	0.4368277369
557	0.4365524923
558	0.4363024012
559	0.4356956916
560	0.4352490421
561	0.4348584557
562	0.4342551629
563	0.4338848943
564	0.4333496967
565	0.4330271218
566	0.4326149873
567	0.4321248762
568	0.4316190773
569	0.4312497255
570	0.4307217363
571	0.4302395373
572	0.4298166171
573	0.429242467
574	0.4287816404
575	0.4281613389
576	0.427512628
577	0.4271481263
578	0.4268097568
579	0.4263539647
580	0.4258684808
581	0.4255032933
582	0.4251334256
583	0.4246303091
584	0.4241107845
585	0.4235999591
586	0.4234569605
587	0.423301351
588	0.4228371975
589	0.4223126123
590	0.4218449005
591	0.4215240259
592	0.4209355393
593	0.4205945523
594	0.4201591859
595	0.4197675648
596	0.4195376298
597	0.4190471826
598	0.4187973968
599	0.4184903847
600	0.4181019227
601	0.4177128173
602	0.4173836829
603	0.4170016011
604	0.4165162598
605	0.4161148026
606	0.4158019548
607	0.4152436373
608	0.4148567176
609	0.4143797599
610	0.4140656094
611	0.4134481767
612	0.4129774857
613	0.412367506
614	0.412005022
615	0.4116226103
616	0.4109229526
617	0.4105921868
618	0.4102350655
619	0.4097724055
620	0.4095097814
621	0.4091318448
622	0.4086241454
623	0.4079611118
624	0.4074687049
625	0.407259149
626	0.4069762583
627	0.4065881122
628	0.4062537614
629	0.4056657967
630	0.4052139379
631	0.4048912776
632	0.4044203427
633	0.4041357627
634	0.4037007697
635	0.4033336476
636	0.4029422198
637	0.4025033044
638	0.4022406773
639	0.4018844713
640	0.4014268486
641	0.4010518271
642	0.4007583565
643	0.4003255808
644	0.3998288304
645	0.3993410138
646	0.3990005132
647	0.39861305
648	0.3980334248
649	0.3973986309
650	0.3970442749
651	0.3966728707
652	0.3962650337
653	0.3957882389
654	0.3953022856
655	0.3948010272
656	0.3945379113
657	0.3938926856
658	0.3935446263
659	0.3929810126
660	0.3926914612
661	0.3924265056
662	0.3917561047
663	0.3913536966
664	0.3909258343
665	0.3906841428
666	0.390183385
667	0.3899101667
668	0.3896829673
669	0.3891105818
670	0.3887192957
671	0.3882377726
672	0.3877793927
673	0.3874234424
674	0.3870778459
675	0.3867116349
676	0.3863493728
677	0.3857717245
678	0.3853499714
679	0.3849954516
680	0.3847015978
681	0.3844235599
682	0.384101197
683	0.3835286215
684	0.3832039772
685	0.382902541
686	0.3825242637
687	0.3820667807
688	0.3816057608
689	0.3812916764
690	0.3810992294
691	0.3808456367
692	0.3805579405
693	0.3800674391
694	0.3796189219
695	0.3792475054
696	0.3788559829
697	0.3784642332
698	0.3778716969
699	0.377627039
700	0.3773167096
701	0.3770101294
702	0.3767251653
703	0.3762383891
704	0.3760459249
705	0.3757706042
706	0.3754398901
707	0.3751386347
708	0.3748136082
709	0.374628853
710	0.3744009177
711	0.3739948228
712	0.3736808937
713	0.3733203249
714	0.3729946065
715	0.3726420599
716	0.3724159543
717	0.372194063
718	0.3719452094
719	0.3716310072
720	0.3713804132
721	0.3711310315
722	0.3706922942
723	0.3703353179
724	0.370188063
725	0.369903538
726	0.3696047598
727	0.3691850455
728	0.3687618809
729	0.3684383071
730	0.368107101
731	0.3676096766
732	0.3671631657
733	0.3669804956
734	0.3666045241
735	0.3659564805
736	0.3656062535
737	0.3651546598
738	0.3646877583
739	0.3642370504
740	0.3639172666
741	0.3636652223
742	0.3632776956
743	0.3631209084
744	0.3628603838
745	0.3624763133
746	0.3619003809
747	0.3617139917
748	0.3611219722
749	0.3607226104
750	0.3603739476
751	0.3600122088
752	0.3596057925
753	0.3591482644
754	0.3587598248
755	0.3584276133
756	0.3582343293
757	0.3580070038
758	0.3576589316
759	0.3573860821
760	0.3569080349
761	0.3566209385
762	0.3562320868
763	0.3558536841
764	0.3555075106
765	0.3552485459
766	0.3547171292
767	0.3544366272
768	0.3539803725
769	0.3537839435
770	0.353596661
771	0.3532321144
772	0.3529071636
773	0.3527272448
774	0.352428286
775	0.3520743792
776	0.3517344111
777	0.3513403043
778	0.3509006147
779	0.3505673537
780	0.3502514636
781	0.3499827382
782	0.3496454712
783	0.3492168309
784	0.3488779146
785	0.3484388705
786	0.3480836418
787	0.3479124524
788	0.3475397159
789	0.3471818551
790	0.3468612756
791	0.3465609575
792	0.3462095837
793	0.345830637
794	0.3454019852
795	0.3450073606
796	0.3445962485
797	0.3442989822
798	0.3440186919
799	0.3438635366
800	0.3435784084
801	0.3432540649
802	0.3428720057
803	0.3425456302
804	0.3421282215
805	0.3418252477
806	0.3415875293
807	0.341336018
808	0.3409808314
809	0.3407220792
810	0.3402736287
811	0.3399616728
812	0.3396858456
813	0.339306835
814	0.3388798841
815	0.3385658728
816	0.3381045562
817	0.3376963483
818	0.337377034
819	0.3371152647
820	0.3366302376
821	0.3363187959
822	0.3360449087
823	0.3355269511
824	0.3353097417
825	0.3350406011
826	0.3348568849
827	0.3344512172
828	0.334200026
829	0.3339576507
830	0.3337838873
831	0.3334568344
832	0.3331355602
833	0.3327884371
834	0.3324327195
835	0.3321557494
836	0.331894157
837	0.3314921992
838	0.3310926985
839	0.3306444976
840	0.3302658496
841	0.3299436198
842	0.3297491909
843	0.3292852008
844	0.3290271556
845	0.3288405967
846	0.3285375675
847	0.3283096298
848	0.3281099178
849	0.3279115976
850	0.3276467099
851	0.3273470476
852	0.3270218932
853	0.32674663
854	0.3263972478
855	0.3261993455
856	0.3259837086
857	0.3256805683
858	0.3254305211
859	0.3251867202
860	0.3250126517
861	0.3248720461
862	0.3247133727
863	0.3245064387
864	0.3243499364
865	0.3241175425
866	0.3238146624
867	0.3234398758
868	0.323066485
869	0.3227232618
870	0.3223563653
871	0.3221179042
872	0.3217814998
873	0.3214004876
874	0.3211756948
875	0.3209723384
876	0.3205851975
877	0.3201818677
878	0.319832626
879	0.3194412685
880	0.3192442578
881	0.3189611613
882	0.3187774978
883	0.3186147724
884	0.318289621
885	0.3178528545
886	0.3175528662
887	0.317179547
888	0.3169587317
889	0.3165846864
890	0.3162587239
891	0.3160639717
892	0.3156856727
893	0.3154445001
894	0.3151409358
895	0.3148004533
896	0.3144886998
897	0.3142658298
898	0.313919936
899	0.3137322528
900	0.3135300178
901	0.3133093504
902	0.3128531738
903	0.3125068042
904	0.3120185242
905	0.3116895105
906	0.3113718159
907	0.3110274824
908	0.3107392497
909	0.3104550926
910	0.310088071
911	0.3097362301
912	0.3094512209
913	0.308948917
914	0.3087134468
915	0.3084540724
916	0.3082520725
917	0.3080534361
918	0.3077982628
919	0.3074575898
920	0.3072326671
921	0.3069090917
922	0.306641552
923	0.3063889177
924	0.3061558992
925	0.3058809245
926	0.3055061561
927	0.3053205392
928	0.3050401651
929	0.3047582909
930	0.3045301766
931	0.3041563851
932	0.3039579142
933	0.3035949707
934	0.3034090149
935	0.303155569
936	0.30294425
937	0.3026964503
938	0.3024218448
939	0.3021952952
940	0.3020665468
941	0.3019175087
942	0.3014924407
943	0.3012000881
944	0.3009817818
945	0.3006822856
946	0.3003974898
947	0.3001500478
948	0.2998257565
949	0.2995072904
950	0.2992604572
951	0.2990227641
952	0.2987741465
953	0.2985289724
954	0.2983091237
955	0.2981060326
956	0.297736327
957	0.2974931551
958	0.2972926371
959	0.2969348124
960	0.296752687
961	0.2964390593
962	0.2961742343
963	0.2958643944
964	0.2955003586
965	0.2951885821
966	0.2950047259
967	0.2949119105
968	0.2946600813
969	0.2944893536
970	0.2941782691
971	0.2938307308
972	0.2935973114
973	0.2934411796
974	0.2931347682
975	0.2929388967
976	0.2926668572
977	0.2924004042
978	0.2920688576
979	0.2919164047
980	0.2917755325
981	0.291500471
982	0.291252567
983	0.2910224886
984	0.29068421
985	0.2904278887
986	0.2902103537
987	0.2898277167
988	0.2897548949
989	0.2895628265
990	0.2893376961
991	0.2891962646
992	0.2889243918
993	0.2887102953
994	0.2885034869
995	0.2881151147
996	0.2878749085
997	0.2876306718
998	0.2871917385
999	0.2868303291
