,neighbourhood,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
16196,0.20833333333333331,0.5393688898954565,0.5,0.16666666666666669,0.0,0.0
3610,0.21875,0.6082172649379061,0.5,0.3333333333333333,0.0,0.0
14614,0.23958333333333331,0.4789755784547083,0.0,0.0,0.0,0.0
4772,0.3125,0.579964518929529,0.5,0.08333333333333333,0.0,0.0
20816,0.08333333333333333,0.522364398142912,0.0,0.16666666666666669,0.0,0.0
15961,0.78125,0.39278299928284355,0.5,0.0,0.0,0.0
2372,0.20833333333333331,0.550201940135139,0.0,0.3333333333333333,0.0,0.6602739726027397
24508,0.14583333333333331,0.45385573547730473,0.5,0.08333333333333333,0.0,0.0
43206,0.5833333333333333,0.6282791680821447,0.0,0.0,0.0,0.08493150684931507
47877,0.8020833333333333,0.44906201638170273,0.5,0.3333333333333333,0.0,0.2
38691,0.7395833333333333,0.48624164873740483,0.5,0.9999999999999999,1.0,0.5643835616438356
12750,0.08333333333333333,0.5010002642207496,0.0,0.0,0.0,0.0
31619,0.5729166666666666,0.28660400860604796,0.5,0.0,0.6666666666666667,0.4684931506849315
29408,0.20833333333333331,0.564866191069342,0.0,0.16666666666666669,0.0,0.07397260273972603
949,0.15625,0.5550522779602147,0.5,0.3333333333333333,0.0,0.0
20928,0.125,0.5282338730985714,0.0,0.08333333333333333,0.0,0.0
30864,0.010416666666666666,0.512361755935558,0.5,0.16666666666666669,1.0,0.0
28929,0.0625,0.5721888800815123,0.5,0.0,0.0,0.9178082191780822
30478,0.7291666666666666,0.687332502925301,0.5,0.0,0.3333333333333333,0.852054794520548
35961,0.7291666666666666,0.7021099913184798,0.5,0.08333333333333333,0.0,0.1315068493150685
30891,0.29166666666666663,0.5475408598497609,0.0,0.3333333333333333,0.3333333333333333,0.936986301369863
18109,0.20833333333333331,0.541841241082551,0.0,0.08333333333333333,0.3333333333333333,0.3452054794520548
28187,0.10416666666666666,0.47676744800514825,0.0,0.08333333333333333,0.0,0.0
41537,0.125,0.5626203148001423,0.0,0.0,0.0,0.0
37628,0.3020833333333333,0.518382214169776,0.5,0.08333333333333333,0.0,0.0
42170,0.05208333333333333,0.5033971237685648,0.5,0.08333333333333333,1.0,0.3643835616438356
16348,0.07291666666666666,0.48037217378174546,0.5,0.08333333333333333,0.0,0.030136986301369864
38592,1.0,0.8952553504699381,0.5,0.0,0.3333333333333333,0.6931506849315069
13226,0.19791666666666666,0.47618238780054867,0.5,0.08333333333333333,0.3333333333333333,0.0
32987,0.125,0.5666024987732783,0.0,0.08333333333333333,0.0,0.0
28790,0.020833333333333332,0.5558260672630411,0.5,0.08333333333333333,0.0,0.0
37760,1.0,0.5568640773034588,0.5,0.08333333333333333,0.6666666666666667,0.24383561643835616
36806,0.9375,0.41373192918885593,0.5,0.0,0.0,0.7561643835616438
24480,0.09375,0.4652738459215584,0.0,0.08333333333333333,0.0,0.0
10279,0.0625,0.5740761710640641,0.0,0.08333333333333333,0.3333333333333333,0.0
14279,0.125,0.5544105990261698,0.0,0.0,0.0,0.0
36905,1.0,0.46604763522441317,0.5,0.0,0.0,0.0
38321,0.010416666666666666,0.5241007058468483,0.5,0.9999999999999999,1.0,0.6876712328767123
33275,1.0,0.29902238327105124,0.5,0.0,0.0,0.19726027397260273
10202,0.13541666666666666,0.5000566187294737,0.5,0.08333333333333333,0.0,0.0
15153,0.21875,0.5997999471558728,0.0,0.08333333333333333,0.0,0.9808219178082191
45430,0.020833333333333332,0.568565281395081,0.0,0.08333333333333333,0.0,0.09315068493150686
34473,0.29166666666666663,0.545106254482306,0.5,0.08333333333333333,0.0,0.005479452054794521
12231,0.125,0.5470690371041371,0.0,0.0,0.0,0.0
28636,0.020833333333333332,0.5514475521835891,0.5,0.16666666666666669,0.3333333333333333,0.0
35093,0.125,0.5612237194730767,0.0,0.0,0.0,0.0
45299,0.8229166666666666,0.46044238100631674,0.0,0.0,0.3333333333333333,0.684931506849315
41402,0.44791666666666663,0.4348695881931235,0.0,0.08333333333333333,1.0,0.8986301369863013
44585,0.7395833333333333,0.48225946476429726,0.5,0.9999999999999999,1.0,0.6027397260273972
11852,0.0625,0.5877212848677118,0.0,0.0,0.0,0.0
29451,0.125,0.5375193447325728,0.5,0.25,0.0,0.0
2531,0.28125,0.46080096629299305,0.5,0.9999999999999999,0.0,0.936986301369863
7779,0.07291666666666666,0.4839202808288974,0.0,0.9166666666666666,1.0,0.27945205479452057
25229,0.3958333333333333,0.4756539463254512,0.5,0.25,0.0,0.0
28175,0.15625,0.5829086928622758,0.0,0.9999999999999999,0.0,0.8273972602739726
13168,0.53125,0.5503340505039205,0.0,0.08333333333333333,0.0,0.0
45173,0.26041666666666663,0.56269580643945,0.5,0.08333333333333333,0.3333333333333333,0.0136986301369863
3000,0.29166666666666663,0.551315441814836,0.5,0.0,1.0,0.9287671232876712
44773,0.32291666666666663,0.6575510512210769,0.0,0.9999999999999999,1.0,0.673972602739726
465,0.20833333333333331,0.5723964820896015,0.0,0.25,0.6666666666666667,0.9589041095890412
9877,0.28125,0.4564224512135411,0.5,0.16666666666666669,0.0,0.0
31679,0.17708333333333331,0.5075680368399276,0.5,0.16666666666666669,0.0,0.0
35123,0.14583333333333331,0.46299022383271904,0.5,0.4166666666666667,0.0,0.0
47200,1.0,0.6558524893368087,0.0,0.08333333333333333,1.0,0.8410958904109589
12144,0.3125,0.5712263616804591,0.0,0.0,0.0,0.0
20944,0.375,0.45876269203185416,0.5,0.9999999999999999,0.0,0.4273972602739726
28907,0.5520833333333333,0.46340542784886907,0.0,0.3333333333333333,0.3333333333333333,0.11506849315068493
11834,0.125,0.5297625787944185,0.0,0.0,0.6666666666666667,0.043835616438356165
20458,0.21875,0.6116710074359162,0.0,0.9999999999999999,0.0,0.0
17891,0.5625,0.5551088966897169,0.0,0.9999999999999999,0.0,0.25753424657534246
38449,0.7291666666666666,0.6718567168686036,0.0,0.0,1.0,0.16986301369863013
10970,0.2708333333333333,0.49069565545616456,1.0,0.0,0.0,0.0
30124,0.84375,0.670460121541538,0.5,0.9999999999999999,0.0,0.36164383561643837
30456,0.020833333333333332,0.5503340505039205,0.5,0.08333333333333333,0.0,0.0
48536,0.125,0.564583097421945,0.0,0.7499999999999999,0.0,0.2493150684931507
8383,0.21875,0.6084437398558009,0.5,0.08333333333333333,0.0,0.8602739726027397
13862,0.10416666666666666,0.4849960366889263,0.5,0.0,0.0,0.0
32748,0.22916666666666666,0.5318574717850026,0.0,0.9999999999999999,0.0,0.0
20023,0.125,0.5625825689804742,0.0,0.0,0.0,0.010958904109589041
5946,0.020833333333333332,0.5604121843505823,0.0,0.16666666666666669,0.3333333333333333,0.0
3732,0.2708333333333333,0.4994338127052629,0.5,0.08333333333333333,0.0,0.0
5987,0.15625,0.5400860604688091,0.0,0.08333333333333333,0.0,0.0
46499,1.0,0.47527648812894085,0.0,0.9999999999999999,0.0,0.6876712328767123
46296,0.21875,0.6139357566149499,0.0,0.0,0.0,0.0
11986,0.5833333333333333,0.6344128637753386,0.5,0.0,0.0,0.0
34452,0.0625,0.5520137394783546,0.0,0.08333333333333333,0.0,0.10136986301369863
15590,0.4583333333333333,0.6561167100743432,0.5,0.0,0.0,0.0
42361,0.34375,0.4593854980560934,0.0,0.08333333333333333,0.3333333333333333,0.42191780821917807
29834,0.041666666666666664,0.5624504586117212,0.5,0.16666666666666669,0.0,0.3506849315068493
27174,0.0625,0.5671309402483757,0.0,0.3333333333333333,0.0,0.03287671232876713
33795,0.0,0.5137394783527611,0.0,0.16666666666666669,0.0,0.23287671232876714
38332,0.010416666666666666,0.5217793379383124,0.5,0.9999999999999999,1.0,0.7041095890410959
33248,0.0625,0.5500320839467179,0.0,0.16666666666666669,0.0,0.10410958904109589
25096,0.09375,0.45887592949083,0.0,0.0,0.0,0.0
17807,1.0,0.6791227871513286,0.5,0.7499999999999999,0.0,0.8958904109589041
31553,0.19791666666666666,0.4805986486996403,0.5,0.49999999999999994,0.3333333333333333,0.024657534246575342
26513,1.0,0.6934284527988552,0.0,0.0,0.0,0.44931506849315067
7635,0.90625,0.7311742724493229,0.0,0.08333333333333333,0.3333333333333333,0.9561643835616438
5086,0.010416666666666666,0.515645642245147,0.5,0.3333333333333333,0.0,0.0
2741,0.14583333333333331,0.46714226399427616,0.5,0.9999999999999999,1.0,0.5753424657534246
16817,0.125,0.5526742913222336,0.0,0.08333333333333333,0.6666666666666667,0.0
42141,0.2708333333333333,0.49497980598647473,0.0,0.0,0.6666666666666667,0.1506849315068493
41350,1.0,0.2509342090363589,0.0,0.49999999999999994,0.3333333333333333,0.5150684931506849
6916,0.020833333333333332,0.5477107160382104,0.0,0.0,0.3333333333333333,0.4438356164383562
40523,0.020833333333333332,0.5759634620465874,0.0,0.08333333333333333,0.3333333333333333,0.0
46005,0.3958333333333333,0.4785415015287242,0.5,0.9999999999999999,0.3333333333333333,0.22465753424657534
3607,0.26041666666666663,0.5904578567923693,0.0,0.9999999999999999,0.0,0.8356164383561644
37745,1.0,0.6651002151511705,0.5,0.16666666666666669,0.0,0.008219178082191782
44232,0.21875,0.6248442984939402,0.0,0.0,0.0,0.2410958904109589
5929,0.0625,0.5721700071717066,0.5,0.0,0.0,0.010958904109589041
4,0.041666666666666664,0.5640357830370419,0.5,0.7499999999999999,0.0,0.0
40971,0.08333333333333333,0.5321216925225656,0.0,0.9999999999999999,1.0,0.9753424657534246
44567,0.010416666666666666,0.5193258596610519,0.5,0.25,0.0,0.4301369863013699
13863,0.19791666666666666,0.49133733439020943,0.5,0.08333333333333333,0.0,0.3698630136986301
44993,0.7395833333333333,0.48854414373607824,0.0,0.0,1.0,0.9616438356164384
23593,0.041666666666666664,0.5558449401728751,0.0,0.08333333333333333,0.0,0.16164383561643836
20366,0.07291666666666666,0.459970558260693,0.5,0.0,0.0,0.0
22674,0.46875,0.5404068999358458,0.5,0.9999999999999999,0.0,0.21643835616438356
2191,0.020833333333333332,0.5430302344015558,0.0,0.16666666666666669,0.3333333333333333,0.0
45944,0.17708333333333331,0.4867323443928626,0.5,0.16666666666666669,0.0,0.9178082191780822
15603,0.21875,0.602310044162607,0.0,0.0,0.0,0.0
17162,0.125,0.5303665119087952,0.5,0.0,0.0,0.030136986301369864
29286,0.23958333333333331,0.47378552825273346,0.5,0.9999999999999999,1.0,0.7698630136986302
38528,0.5104166666666666,0.6307137734495996,0.0,0.16666666666666669,0.0,0.1178082191780822
25065,0.0,0.4952628996338717,0.0,0.0,1.0,0.043835616438356165
17894,0.020833333333333332,0.5377458196504676,0.5,0.0,0.0,0.021917808219178082
2851,0.19791666666666666,0.4829955082474555,0.5,0.08333333333333333,0.3333333333333333,0.0
10755,0.5833333333333333,0.597912656173321,0.5,0.16666666666666669,0.0,0.0
23728,0.010416666666666666,0.49018608689087273,0.0,0.25,0.6666666666666667,0.4246575342465753
1710,0.38541666666666663,0.7882836975804821,0.0,0.08333333333333333,0.3333333333333333,0.7726027397260274
18876,0.8854166666666666,0.8955761899369747,0.0,0.08333333333333333,1.0,0.4767123287671233
23818,0.0625,0.6253916128788717,0.0,0.0,1.0,0.6493150684931507
36958,0.010416666666666666,0.48375042464047624,0.5,0.9999999999999999,1.0,0.936986301369863
14314,0.17708333333333331,0.5004529498357897,0.5,0.3333333333333333,0.0,0.0
18188,0.0625,0.5383874985845409,1.0,0.08333333333333333,0.6666666666666667,0.852054794520548
41725,0.3125,0.55869474955648,0.5,0.0,0.3333333333333333,0.21643835616438356
27057,0.020833333333333332,0.5474653682104815,1.0,0.16666666666666669,0.3333333333333333,0.019178082191780823
35936,0.020833333333333332,0.5417280036236036,0.0,0.08333333333333333,0.3333333333333333,0.24657534246575344
31311,0.08333333333333333,0.5217604650285068,0.0,0.9999999999999999,1.0,0.8684931506849315
1792,0.34375,0.46768957837917924,0.5,0.3333333333333333,0.0,0.0
20623,0.20833333333333331,0.5340656022345627,0.5,0.08333333333333333,0.0,0.0
47755,0.020833333333333332,0.5560336692711303,0.0,0.0,0.0,0.7013698630136986
31806,0.020833333333333332,0.548824217717879,0.5,0.08333333333333333,1.0,0.0684931506849315
4119,1.0,0.6348469407013226,0.5,0.08333333333333333,0.0,0.08767123287671233
5843,0.13541666666666666,0.5162684482693578,0.5,0.7499999999999999,1.0,0.8986301369863013
13970,0.0625,0.5996112180576176,0.0,0.25,0.0,0.7835616438356164
6390,0.13541666666666666,0.5137960970822633,0.5,0.16666666666666669,0.0,0.0
11827,0.041666666666666664,0.5880421243347485,0.0,0.9999999999999999,0.0,0.0
20510,0.21875,0.5925150039633138,0.0,0.49999999999999994,0.0,0.24383561643835616
3272,0.5833333333333333,0.6196731212018278,0.5,0.0,0.0,0.4054794520547945
23502,0.05208333333333333,0.49913184614803185,0.0,0.7499999999999999,0.0,0.052054794520547946
17583,0.07291666666666666,0.4722945683765545,0.0,0.08333333333333333,0.3333333333333333,0.8438356164383561
21622,0.3125,0.5783791945042083,0.0,0.3333333333333333,0.6666666666666667,0.0027397260273972603
30398,0.8229166666666666,0.45910240440872485,0.5,0.08333333333333333,0.0,0.0
20737,0.125,0.570377080738325,0.0,0.3333333333333333,0.3333333333333333,0.0
28813,0.125,0.5397274751821328,0.0,0.08333333333333333,0.0,0.0
31713,0.29166666666666663,0.548427886611563,0.0,0.08333333333333333,0.0,0.4931506849315069
22624,0.96875,0.3103272562563859,0.0,0.0,0.6666666666666667,0.9917808219178083
16134,0.22916666666666666,0.5314233948590186,0.0,0.16666666666666669,0.6666666666666667,0.8164383561643835
22533,0.28125,0.4523459026912917,0.5,0.16666666666666669,0.0,0.0410958904109589
8085,0.07291666666666666,0.4709734646887682,0.5,0.0,0.0,0.0
