,neighbourhood,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
879,-1.0135508076433977,-0.5549482539568326,0.7994902680955325,-0.28391611961154906,-0.6273717614622526,0.5756681409192055
44383,0.6133841914533015,0.9676964161333766,-1.048949781165628,2.2616799738542483,-0.6273717614622526,-0.30533542328268626
15394,-0.7547202396052864,-0.8245333848858388,-1.048949781165628,-0.5384757289581288,-0.6273717614622526,-0.8597600800649112
43230,0.5764083960192856,-1.2670968685900337,0.7994902680955325,-0.5384757289581288,2.1091989373104685,1.2060413808222832
16332,-0.8656476259073341,0.42199866926506735,0.7994902680955325,-0.5384757289581288,-0.6273717614622526,-0.631914330702353
5966,-0.5698412624352069,-0.03905935530220249,0.7994902680955325,-0.7930353383047085,-0.6273717614622526,-0.6471040473265236
29838,-0.5698412624352069,-0.19724207538742594,-1.048949781165628,0.22520309908161046,-0.6273717614622526,-0.8597600800649112
41764,2.5361255540221275,2.3247605497933796,0.7994902680955325,2.2616799738542483,-0.6273717614622526,0.059217775697406876
11118,-0.01520433092496864,-0.9935952466547875,0.7994902680955325,-0.5384757289581288,-0.6273717614622526,-0.44204287290022115
31800,2.5361255540221275,2.709446999738969,0.7994902680955325,-0.5384757289581288,2.1091989373104685,-0.32811999821894205
44211,2.055440213379921,1.583455835446818,2.647930317356693,-0.7930353383047085,2.1091989373104685,1.8288197624132756
31732,2.5361255540221275,1.0686548509609315,-1.048949781165628,-0.5384757289581288,-0.6273717614622526,1.9123632038462137
5990,-0.3110106943970958,-0.5536427569546495,0.7994902680955325,-0.28391611961154906,-0.6273717614622526,-0.8293806468165701
13153,-0.90262342134135,-0.33888850011269445,-1.048949781165628,-0.7930353383047085,-0.6273717614622526,-0.8597600800649112
24650,-0.5328654670011911,-0.5118668528881923,0.7994902680955325,2.2616799738542483,-0.6273717614622526,-0.8597600800649112
19825,1.5008032818696826,-0.6598231797903183,-1.048949781165628,-0.28391611961154906,-0.6273717614622526,-0.8597600800649112
45050,-0.7916960350393023,0.1550245323401181,0.7994902680955325,2.2616799738542483,-0.6273717614622526,0.15035607544243015
24017,-0.01520433092496864,-1.1034745776629475,-1.048949781165628,-0.7930353383047085,-0.6273717614622526,-0.8597600800649112
32814,-0.27403489896307986,0.06407490786191194,0.7994902680955325,-0.7930353383047085,-0.6273717614622526,-0.8141909301923995
3290,-0.7177444441712706,-0.7063859061977011,0.7994902680955325,-0.7930353383047085,-0.6273717614622526,-0.8597600800649112
41958,2.5361255540221275,1.3029915628337776,-1.048949781165628,-0.5384757289581288,-0.6273717614622526,-0.22179198184974824
5522,-0.9395992167753658,-0.11586609559107114,0.7994902680955325,-0.7930353383047085,-0.6273717614622526,-0.8597600800649112
2757,-0.5698412624352069,0.2570708813357982,0.7994902680955325,-0.7930353383047085,-0.6273717614622526,1.2060413808222832
708,-0.6068170578692229,-1.1391581623866052,0.7994902680955325,0.73432231777477,-0.6273717614622526,-0.8597600800649112
11972,-0.1631075126610322,-0.8079970895261931,0.7994902680955325,-0.28391611961154906,-0.6273717614622526,-0.8597600800649112
38717,1.8335854407758256,-1.1809340664530623,0.7994902680955325,2.2616799738542483,2.1091989373104685,-0.5711554642056709
47735,1.6487064636057462,0.738364109435205,-1.048949781165628,-0.28391611961154906,-0.6273717614622526,0.3706069664929031
13963,1.79660964534181,-0.5255745714100325,2.647930317356693,-0.7930353383047085,2.1091989373104685,0.507314416110438
7029,-0.5698412624352069,-0.2544663606450945,-1.048949781165628,-0.7930353383047085,-0.6273717614622526,-0.715457772135291
37282,-0.9395992167753658,0.2327016039636724,-1.048949781165628,2.2616799738542483,2.1091989373104685,1.0085750647080662
