,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
879,-0.9936827431167108,-1.0135508076433977,-1.5665185025103134,-0.5549482539568326,0.7994902680955325,-0.28391611961154906,1.94109286865096,-0.3720479523496138,-0.6273717614622526,0.5756681409192055
44383,1.6162112457697597,0.6133841914533015,-0.4076483697686495,0.9676964161333766,-1.048949781165628,2.2616799738542483,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,-0.30533542328268626
15394,0.31126425132652447,-0.7547202396052864,0.592960347506695,-0.8245333848858388,-1.048949781165628,-0.5384757289581288,0.0003751610862432229,-0.6062668940001178,-0.6273717614622526,-0.8597600800649112
43230,0.31126425132652447,0.5764083960192856,-0.3898393705804019,-1.2670968685900337,0.7994902680955325,-0.5384757289581288,-0.5171495609310146,0.6066526252614209,2.1091989373104685,1.2060413808222832
16332,0.31126425132652447,-0.8656476259073341,1.2432642147708501,0.42199866926506735,0.7994902680955325,-0.5384757289581288,0.5610269432716058,-0.29676329253338024,-0.6273717614622526,-0.631914330702353
5966,-0.9936827431167108,-0.5698412624352069,-0.40177323601580134,-0.03905935530220249,0.7994902680955325,-0.7930353383047085,2.2861093499957987,1.5853532028724557,-0.6273717614622526,-0.6471040473265236
29838,-0.9936827431167108,-0.5698412624352069,-0.3011615704989618,-0.19724207538742594,-1.048949781165628,0.22520309908161046,-0.6896578016034339,-0.9157704954668552,-0.6273717614622526,-0.8597600800649112
41764,1.6162112457697597,2.5361255540221275,0.7209281045601277,2.3247605497933796,0.7994902680955325,2.2616799738542483,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,0.059217775697406876
11118,0.31126425132652447,-0.01520433092496864,-0.12343877447641446,-0.9935952466547875,0.7994902680955325,-0.5384757289581288,2.2861093499957987,0.6568423984722432,-0.6273717614622526,-0.44204287290022115
31800,2.921158240212995,2.5361255540221275,1.5698849318410744,2.709446999738969,0.7994902680955325,-0.5384757289581288,0.8629163644483396,1.2340247903966997,2.1091989373104685,-0.32811999821894205
44211,1.6162112457697597,2.055440213379921,0.4023856963999718,1.583455835446818,2.647930317356693,-0.7930353383047085,-0.5602766210991195,0.7990467559029064,2.1091989373104685,1.8288197624132756
31732,1.6162112457697597,2.5361255540221275,-0.2877589216254156,1.0686548509609315,-1.048949781165628,-0.5384757289581288,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,1.9123632038462137
5990,0.31126425132652447,-0.3110106943970958,-0.07496892101574344,-0.5536427569546495,0.7994902680955325,-0.28391611961154906,-0.21526013975428088,-0.7902960624397996,-0.6273717614622526,-0.8293806468165701
13153,-0.9936827431167108,-0.90262342134135,-0.6487124515635608,-0.33888850011269445,-1.048949781165628,-0.7930353383047085,-0.6465307414353291,-0.924135457668659,-0.6273717614622526,-0.8597600800649112
24650,-0.9936827431167108,-0.5328654670011911,-0.7473045398528833,-0.5118668528881923,0.7994902680955325,2.2616799738542483,-0.5171495609310146,-0.7902960624397996,-0.6273717614622526,-0.8597600800649112
19825,0.31126425132652447,1.5008032818696826,0.06988984557689933,-0.6598231797903183,-1.048949781165628,-0.28391611961154906,-0.6896578016034339,-0.9408653820722664,-0.6273717614622526,-0.8597600800649112
45050,-0.9936827431167108,-0.7916960350393023,-0.6968151091646951,0.1550245323401181,0.7994902680955325,2.2616799738542483,-0.5602766210991195,0.9998058487461957,-0.6273717614622526,0.15035607544243015
24017,0.31126425132652447,-0.01520433092496864,-0.04614404604113394,-1.1034745776629475,-1.048949781165628,-0.7930353383047085,-0.6896578016034339,-0.9325004198704627,-0.6273717614622526,-0.8597600800649112
32814,-0.9936827431167108,-0.27403489896307986,-0.07313294171805994,0.06407490786191194,0.7994902680955325,-0.7930353383047085,-0.4740225007629098,-0.5477121585874918,-0.6273717614622526,-0.8141909301923995
3290,0.31126425132652447,-0.7177444441712706,0.9612577946359657,-0.7063859061977011,0.7994902680955325,-0.7930353383047085,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,-0.8597600800649112
41958,2.921158240212995,2.5361255540221275,2.316761310167035,1.3029915628337776,-1.048949781165628,-0.5384757289581288,0.47477282293539624,2.5305939316762758,-0.6273717614622526,-0.22179198184974824
5522,0.31126425132652447,-0.9395992167753658,1.395834094414155,-0.11586609559107114,0.7994902680955325,-0.7930353383047085,-0.6896578016034339,-0.9492303442740702,-0.6273717614622526,-0.8597600800649112
2757,-0.9936827431167108,-0.5698412624352069,-0.25985203629958264,0.2570708813357982,0.7994902680955325,-0.7930353383047085,2.2861093499957987,0.06293008214417947,-0.6273717614622526,1.2060413808222832
708,0.31126425132652447,-0.6068170578692229,0.012240095627419397,-1.1391581623866052,0.7994902680955325,0.73432231777477,-0.2583871999223857,-0.8655807222560331,-0.6273717614622526,-0.8597600800649112
11972,0.31126425132652447,-0.1631075126610322,-0.11682924900462337,-0.8079970895261931,0.7994902680955325,-0.28391611961154906,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,-0.8597600800649112
38717,0.31126425132652447,1.8335854407758256,-0.2510393356703104,-1.1809340664530623,0.7994902680955325,2.2616799738542483,-0.7327848617715388,-0.36368299014781,2.1091989373104685,-0.5711554642056709
47735,2.921158240212995,1.6487064636057462,1.8502389706079783,0.738364109435205,-1.048949781165628,-0.28391611961154906,-0.7327848617715388,-0.36368299014781,-0.6273717614622526,0.3706069664929031
13963,-0.9936827431167108,1.79660964534181,-2.191302257535689,-0.5255745714100325,2.647930317356693,-0.7930353383047085,-0.08587895924996641,-0.6062668940001178,2.1091989373104685,0.507314416110438
7029,-0.9936827431167108,-0.5698412624352069,-0.3634012686928462,-0.2544663606450945,-1.048949781165628,-0.7930353383047085,0.6904081237759203,1.3344043368183442,-0.6273717614622526,-0.715457772135291
